,種類,質問,回答,Positive,Negative,Hard-Negative
693,Q3,福岡県と石川県ではどちらが大きいですか？,同じくらいです。,"[39, 16]","[983, 168, 712]","[495, 399, 668]"
694,Q3,福岡県と群馬県ではどちらが大きいですか？,群馬県のほうが大きいです。,"[39, 9]","[483, 858, 94]","[968, 668, 105]"
695,Q3,福岡県と宮崎県ではどちらが大きいですか？,宮崎県のほうが大きいです。,"[39, 44]","[85, 862, 587]","[279, 39, 623]"
696,Q3,佐賀県と宮崎県ではどちらが大きいですか？,宮崎県のほうが大きいです。,"[40, 44]","[997, 640, 234]","[919, 923, 873]"
697,Q3,佐賀県と福井県ではどちらが大きいですか？,福井県のほうが大きいです。,"[40, 17]","[64, 267, 107]","[1019, 40, 846]"
698,Q3,佐賀県と静岡県ではどちらが大きいですか？,静岡県のほうが大きいです。,"[40, 21]","[712, 846, 444]","[750, 700, 719]"
699,Q3,佐賀県と大阪府ではどちらが大きいですか？,佐賀県のほうが大きいです。,"[40, 26]","[41, 729, 42]","[170, 40, 88]"
700,Q3,佐賀県と愛知県ではどちらが大きいですか？,愛知県のほうが大きいです。,"[40, 22]","[353, 296, 982]","[214, 751, 375]"
701,Q3,佐賀県と大分県ではどちらが大きいですか？,大分県のほうが大きいです。,"[40, 43]","[555, 33, 396]","[769, 722, 328]"
702,Q3,佐賀県と秋田県ではどちらが大きいですか？,秋田県のほうが大きいです。,"[40, 4]","[641, 701, 649]","[292, 983, 733]"
703,Q3,佐賀県と三重県ではどちらが大きいですか？,三重県のほうが大きいです。,"[40, 23]","[442, 516, 172]","[919, 328, 311]"
704,Q3,長崎県と神奈川県ではどちらが大きいですか？,長崎県のほうが大きいです。,"[41, 13]","[72, 138, 681]","[472, 281, 542]"
705,Q3,長崎県と大阪府ではどちらが大きいですか？,長崎県のほうが大きいです。,"[41, 26]","[456, 428, 352]","[424, 409, 281]"
706,Q3,長崎県と大分県ではどちらが大きいですか？,大分県のほうが大きいです。,"[41, 43]","[568, 436, 317]","[672, 185, 820]"
707,Q3,長崎県と香川県ではどちらが大きいですか？,長崎県のほうが大きいです。,"[41, 36]","[399, 974, 51]","[419, 670, 665]"
708,Q3,長崎県と宮城県ではどちらが大きいですか？,宮城県のほうが大きいです。,"[41, 3]","[353, 816, 220]","[472, 570, 520]"
709,Q3,長崎県と熊本県ではどちらが大きいですか？,熊本県のほうが大きいです。,"[41, 42]","[861, 787, 972]","[473, 671, 330]"
710,Q3,長崎県と栃木県ではどちらが大きいですか？,栃木県のほうが大きいです。,"[41, 8]","[469, 69, 474]","[687, 820, 391]"
711,Q3,長崎県と長崎県ではどちらが大きいですか？,同じくらいです。,"[41, 41]","[1005, 2, 766]","[137, 376, 233]"
712,Q3,熊本県と神奈川県ではどちらが大きいですか？,熊本県のほうが大きいです。,"[42, 13]","[900, 3, 654]","[742, 642, 921]"
713,Q3,熊本県と京都府ではどちらが大きいですか？,熊本県のほうが大きいです。,"[42, 25]","[246, 451, 260]","[871, 186, 621]"
714,Q3,熊本県と群馬県ではどちらが大きいですか？,同じくらいです。,"[42, 9]","[299, 840, 582]","[282, 344, 42]"
715,Q3,熊本県と兵庫県ではどちらが大きいですか？,同じくらいです。,"[42, 27]","[1010, 855, 164]","[806, 906, 1006]"
716,Q3,熊本県と岩手県ではどちらが大きいですか？,岩手県のほうが大きいです。,"[42, 2]","[399, 236, 848]","[781, 821, 377]"
717,Q3,熊本県と東京都ではどちらが大きいですか？,熊本県のほうが大きいです。,"[42, 12]","[437, 142, 919]","[791, 204, 300]"
718,Q3,熊本県と秋田県ではどちらが大きいですか？,秋田県のほうが大きいです。,"[42, 4]","[669, 32, 368]","[387, 100, 377]"
719,Q3,熊本県と長野県ではどちらが大きいですか？,長野県のほうが大きいです。,"[42, 19]","[320, 830, 11]","[998, 259, 548]"
720,Q3,大分県と沖縄県ではどちらが大きいですか？,大分県のほうが大きいです。,"[43, 46]","[539, 717, 917]","[286, 725, 187]"
721,Q3,大分県と三重県ではどちらが大きいですか？,同じくらいです。,"[43, 23]","[892, 106, 245]","[71, 822, 263]"
722,Q3,大分県と岩手県ではどちらが大きいですか？,岩手県のほうが大きいです。,"[43, 2]","[499, 57, 965]","[194, 187, 981]"
723,Q3,大分県と佐賀県ではどちらが大きいですか？,大分県のほうが大きいです。,"[43, 40]","[29, 193, 446]","[622, 569, 328]"
724,Q3,大分県と岐阜県ではどちらが大きいですか？,岐阜県のほうが大きいです。,"[43, 20]","[786, 109, 49]","[308, 949, 899]"
725,Q3,大分県と福島県ではどちらが大きいですか？,福島県のほうが大きいです。,"[43, 6]","[330, 679, 52]","[772, 294, 198]"
726,Q3,大分県と山形県ではどちらが大きいですか？,山形県のほうが大きいです。,"[43, 5]","[883, 389, 659]","[922, 139, 772]"
727,Q3,大分県と香川県ではどちらが大きいですか？,大分県のほうが大きいです。,"[43, 36]","[931, 210, 957]","[665, 715, 474]"
728,Q3,宮崎県と徳島県ではどちらが大きいですか？,宮崎県のほうが大きいです。,"[44, 35]","[50, 269, 785]","[284, 370, 864]"
729,Q3,宮崎県と宮崎県ではどちらが大きいですか？,同じくらいです。,"[44, 44]","[22, 75, 546]","[623, 573, 44]"
730,Q3,宮崎県と鹿児島県ではどちらが大きいですか？,同じくらいです。,"[44, 45]","[65, 1025, 951]","[92, 724, 45]"
731,Q3,宮崎県と岡山県ではどちらが大きいですか？,同じくらいです。,"[44, 32]","[384, 235, 844]","[475, 961, 811]"
732,Q3,宮崎県と広島県ではどちらが大きいですか？,同じくらいです。,"[44, 33]","[8, 474, 632]","[973, 523, 512]"
733,Q3,宮崎県と福井県ではどちらが大きいですか？,宮崎県のほうが大きいです。,"[44, 17]","[722, 18, 598]","[379, 400, 546]"
734,Q3,宮崎県と佐賀県ではどちらが大きいですか？,宮崎県のほうが大きいです。,"[44, 40]","[5, 652, 650]","[1019, 719, 375]"
735,Q3,宮崎県と石川県ではどちらが大きいですか？,宮崎県のほうが大きいです。,"[44, 16]","[833, 67, 882]","[188, 304, 140]"
736,Q3,鹿児島県と鳥取県ではどちらが大きいですか？,鹿児島県のほうが大きいです。,"[45, 30]","[41, 354, 60]","[93, 237, 365]"
737,Q3,鹿児島県と福島県ではどちらが大きいですか？,福島県のほうが大きいです。,"[45, 6]","[589, 661, 716]","[635, 785, 389]"
738,Q3,鹿児島県と愛媛県ではどちらが大きいですか？,鹿児島県のほうが大きいです。,"[45, 37]","[882, 497, 383]","[966, 774, 476]"
739,Q3,鹿児島県と長野県ではどちらが大きいですか？,長野県のほうが大きいです。,"[45, 19]","[664, 138, 312]","[798, 698, 598]"
740,Q3,鹿児島県と鹿児島県ではどちらが大きいですか？,同じくらいです。,"[45, 45]","[913, 929, 301]","[189, 774, 285]"
741,Q3,鹿児島県と熊本県ではどちらが大きいですか？,同じくらいです。,"[45, 42]","[657, 670, 100]","[571, 42, 524]"
742,Q3,鹿児島県と石川県ではどちらが大きいですか？,鹿児島県のほうが大きいです。,"[45, 16]","[542, 465, 893]","[333, 476, 45]"
743,Q3,鹿児島県と佐賀県ではどちらが大きいですか？,鹿児島県のほうが大きいです。,"[45, 40]","[246, 113, 907]","[285, 869, 237]"
744,Q3,沖縄県と岐阜県ではどちらが大きいですか？,岐阜県のほうが大きいです。,"[46, 20]","[210, 5, 54]","[525, 775, 451]"
745,Q3,沖縄県と岡山県ではどちらが大きいですか？,岡山県のほうが大きいです。,"[46, 32]","[755, 515, 495]","[625, 224, 961]"
746,Q3,沖縄県と茨城県ではどちらが大きいですか？,茨城県のほうが大きいです。,"[46, 7]","[242, 779, 0]","[936, 486, 675]"
747,Q3,沖縄県と山口県ではどちらが大きいですか？,山口県のほうが大きいです。,"[46, 34]","[422, 414, 456]","[322, 226, 46]"
748,Q3,沖縄県と徳島県ではどちらが大きいですか？,徳島県のほうが大きいです。,"[46, 35]","[746, 909, 696]","[914, 83, 714]"
749,Q3,沖縄県と北海道ではどちらが大きいですか？,北海道のほうが大きいです。,"[46, 0]","[443, 299, 33]","[479, 96, 975]"
750,Q3,沖縄県と岩手県ではどちらが大きいですか？,岩手県のほうが大きいです。,"[46, 2]","[758, 4, 246]","[731, 433, 94]"
751,Q3,沖縄県と大分県ではどちらが大きいですか？,大分県のほうが大きいです。,"[46, 43]","[310, 284, 471]","[43, 525, 822]"
752,Q4,1935年から1960年で北海道の人口は変わっていますか？,増えています。,"[431, 192]","[459, 951, 933]","[335, 779, 579]"
753,Q4,1925年から1935年で北海道の人口は変わっていますか？,増えています。,"[192, 96]","[190, 720, 633]","[829, 629, 529]"
754,Q4,1925年から1985年で北海道の人口は変わっていますか？,増えています。,"[96, 679]","[724, 761, 25]","[529, 144, 979]"
755,Q4,1985年から2015年で北海道の人口は変わっていますか？,同じくらいです。,"[679, 979]","[800, 789, 81]","[144, 288, 96]"
756,Q4,2000年から2015年で北海道の人口は変わっていますか？,同じくらいです。,"[979, 829]","[547, 462, 874]","[729, 879, 579]"
757,Q4,1945年から2000年で北海道の人口は変わっていますか？,増えています。,"[829, 288]","[306, 44, 851]","[479, 144, 288]"
758,Q4,1945年から2005年で北海道の人口は変わっていますか？,増えています。,"[288, 879]","[499, 680, 273]","[335, 0, 48]"
759,Q4,2005年から2010年で北海道の人口は変わっていますか？,同じくらいです。,"[879, 929]","[608, 343, 484]","[192, 431, 0]"
760,Q4,1980年から2010年で北海道の人口は変わっていますか？,同じくらいです。,"[929, 629]","[84, 185, 686]","[779, 579, 729]"
761,Q4,1950年から1980年で北海道の人口は変わっていますか？,増えています。,"[629, 335]","[808, 297, 575]","[144, 979, 779]"
762,Q4,1930年から1950年で北海道の人口は変わっていますか？,増えています。,"[335, 144]","[55, 485, 423]","[0, 96, 979]"
763,Q4,1930年から1990年で北海道の人口は変わっていますか？,増えています。,"[144, 729]","[447, 347, 24]","[979, 529, 929]"
764,Q4,1955年から1990年で北海道の人口は変わっていますか？,同じくらいです。,"[729, 383]","[412, 210, 792]","[879, 431, 48]"
765,Q4,1955年から1970年で北海道の人口は変わっていますか？,同じくらいです。,"[383, 529]","[696, 432, 941]","[192, 288, 144]"
766,Q4,1970年から1995年で北海道の人口は変わっていますか？,同じくらいです。,"[529, 779]","[512, 838, 871]","[979, 779, 579]"
767,Q4,1975年から1995年で北海道の人口は変わっていますか？,同じくらいです。,"[779, 579]","[765, 912, 399]","[288, 144, 479]"
768,Q4,1940年から1975年で北海道の人口は変わっていますか？,増えています。,"[579, 240]","[1012, 84, 762]","[96, 0, 240]"
769,Q4,1920年から1940年で北海道の人口は変わっていますか？,増えています。,"[240, 48]","[476, 391, 448]","[479, 679, 879]"
770,Q4,1920年から1965年で北海道の人口は変わっていますか？,増えています。,"[48, 479]","[194, 1021, 557]","[288, 729, 0]"
771,Q4,1925年から1975年で北海道の人口は変わっていますか？,増えています。,"[579, 96]","[166, 389, 488]","[979, 829, 383]"
772,Q4,1925年から1955年で北海道の人口は変わっていますか？,増えています。,"[96, 383]","[376, 29, 752]","[0, 479, 729]"
773,Q4,1955年から1980年で北海道の人口は変わっていますか？,同じくらいです。,"[383, 629]","[1012, 717, 956]","[240, 288, 383]"
774,Q4,1980年から2005年で北海道の人口は変わっていますか？,同じくらいです。,"[629, 879]","[567, 370, 741]","[144, 879, 335]"
775,Q4,1935年から2005年で北海道の人口は変わっていますか？,増えています。,"[879, 192]","[226, 406, 921]","[629, 431, 779]"
776,Q4,1935年から2010年で北海道の人口は変わっていますか？,増えています。,"[192, 929]","[204, 781, 757]","[929, 579, 335]"
777,Q4,1945年から2010年で北海道の人口は変わっていますか？,増えています。,"[929, 288]","[156, 200, 190]","[240, 96, 779]"
778,Q4,1945年から1965年で北海道の人口は変わっていますか？,増えています。,"[288, 479]","[83, 575, 281]","[335, 979, 144]"
779,Q4,1920年から1965年で北海道の人口は変わっていますか？,増えています。,"[479, 48]","[753, 661, 692]","[288, 729, 829]"
780,Q4,1920年から1940年で北海道の人口は変わっていますか？,増えています。,"[48, 240]","[609, 639, 378]","[529, 335, 729]"
781,Q4,1940年から1950年で北海道の人口は変わっていますか？,増えています。,"[240, 335]","[794, 380, 58]","[729, 383, 879]"
782,Q4,1950年から2015年で北海道の人口は変わっていますか？,増えています。,"[335, 979]","[491, 672, 583]","[96, 192, 240]"
783,Q4,1990年から2015年で北海道の人口は変わっていますか？,同じくらいです。,"[979, 729]","[514, 363, 1007]","[48, 929, 579]"
784,Q4,1960年から1990年で北海道の人口は変わっていますか？,同じくらいです。,"[729, 431]","[276, 340, 564]","[192, 629, 479]"
785,Q4,1960年から1995年で北海道の人口は変わっていますか？,同じくらいです。,"[431, 779]","[333, 24, 130]","[579, 240, 879]"
786,Q4,1995年から2000年で北海道の人口は変わっていますか？,同じくらいです。,"[779, 829]","[762, 867, 463]","[679, 729, 829]"
787,Q4,1930年から2000年で北海道の人口は変わっていますか？,増えています。,"[829, 144]","[930, 493, 353]","[729, 335, 779]"
788,Q4,1930年から1985年で北海道の人口は変わっていますか？,増えています。,"[144, 679]","[411, 230, 941]","[529, 288, 979]"
789,Q4,1970年から1985年で北海道の人口は変わっていますか？,同じくらいです。,"[679, 529]","[713, 32, 945]","[529, 679, 240]"
790,Q4,1975年から2005年で北海道の人口は変わっていますか？,同じくらいです。,"[579, 879]","[871, 34, 637]","[579, 779, 529]"
791,Q4,1950年から2005年で北海道の人口は変わっていますか？,増えています。,"[879, 335]","[701, 524, 563]","[979, 144, 579]"
792,Q4,1950年から1990年で北海道の人口は変わっていますか？,増えています。,"[335, 729]","[266, 260, 243]","[240, 48, 979]"
793,Q4,1930年から1990年で北海道の人口は変わっていますか？,増えています。,"[729, 144]","[970, 869, 217]","[144, 479, 879]"
794,Q4,1930年から1980年で北海道の人口は変わっていますか？,増えています。,"[144, 629]","[684, 875, 906]","[96, 629, 240]"
795,Q4,1980年から1985年で北海道の人口は変わっていますか？,同じくらいです。,"[629, 679]","[646, 819, 178]","[929, 0, 383]"
796,Q4,1965年から1985年で北海道の人口は変わっていますか？,同じくらいです。,"[679, 479]","[740, 161, 966]","[240, 829, 579]"
797,Q4,1925年から1965年で北海道の人口は変わっていますか？,増えています。,"[479, 96]","[168, 416, 747]","[288, 383, 0]"
798,Q4,1925年から1970年で北海道の人口は変わっていますか？,増えています。,"[96, 529]","[19, 458, 44]","[829, 335, 0]"
799,Q4,1970年から1995年で北海道の人口は変わっていますか？,同じくらいです。,"[529, 779]","[520, 806, 906]","[96, 335, 829]"
800,Q4,1945年から1995年で北海道の人口は変わっていますか？,増えています。,"[779, 288]","[284, 68, 108]","[729, 479, 96]"
801,Q4,1945年から2000年で北海道の人口は変わっていますか？,増えています。,"[288, 829]","[113, 208, 914]","[288, 479, 96]"
802,Q4,1960年から2000年で北海道の人口は変わっていますか？,同じくらいです。,"[829, 431]","[289, 720, 128]","[579, 879, 96]"
803,Q4,1920年から1960年で北海道の人口は変わっていますか？,増えています。,"[431, 48]","[138, 767, 308]","[335, 479, 240]"
804,Q4,1920年から2015年で北海道の人口は変わっていますか？,増えています。,"[48, 979]","[257, 582, 996]","[929, 288, 431]"
805,Q4,2010年から2015年で北海道の人口は変わっていますか？,同じくらいです。,"[979, 929]","[798, 789, 751]","[529, 431, 144]"
806,Q4,1955年から2010年で北海道の人口は変わっていますか？,同じくらいです。,"[929, 383]","[147, 756, 502]","[779, 529, 48]"
807,Q4,1940年から1955年で北海道の人口は変わっていますか？,増えています。,"[383, 240]","[504, 224, 257]","[579, 288, 529]"
808,Q4,1935年から1940年で北海道の人口は変わっていますか？,同じくらいです。,"[240, 192]","[555, 546, 328]","[335, 829, 240]"
809,Q4,1930年から1940年で青森県の人口は変わっていますか？,同じくらいです。,"[145, 241]","[189, 379, 917]","[289, 241, 780]"
810,Q4,1940年から1950年で青森県の人口は変わっていますか？,増えています。,"[241, 336]","[829, 217, 958]","[145, 289, 980]"
811,Q4,1920年から1950年で青森県の人口は変わっていますか？,増えています。,"[336, 49]","[669, 511, 366]","[49, 580, 145]"
812,Q4,1920年から1970年で青森県の人口は変わっていますか？,増えています。,"[49, 530]","[461, 549, 904]","[193, 432, 730]"
813,Q4,1970年から1995年で青森県の人口は変わっていますか？,同じくらいです。,"[530, 780]","[368, 822, 667]","[780, 880, 97]"
814,Q4,1960年から1995年で青森県の人口は変わっていますか？,同じくらいです。,"[780, 432]","[45, 74, 741]","[336, 680, 193]"
815,Q4,1960年から2000年で青森県の人口は変わっていますか？,同じくらいです。,"[432, 830]","[199, 134, 247]","[1, 530, 580]"
816,Q4,1965年から2000年で青森県の人口は変わっていますか？,同じくらいです。,"[830, 480]","[592, 62, 824]","[980, 680, 730]"
817,Q4,1965年から2005年で青森県の人口は変わっていますか？,同じくらいです。,"[480, 880]","[833, 906, 1002]","[97, 680, 145]"
818,Q4,1990年から2005年で青森県の人口は変わっていますか？,同じくらいです。,"[880, 730]","[242, 502, 202]","[980, 145, 730]"
819,Q4,1935年から1990年で青森県の人口は変わっていますか？,増えています。,"[730, 193]","[134, 954, 303]","[97, 880, 530]"
820,Q4,1925年から1935年で青森県の人口は変わっていますか？,同じくらいです。,"[193, 97]","[261, 215, 966]","[432, 1, 930]"
821,Q4,1925年から1955年で青森県の人口は変わっていますか？,増えています。,"[97, 384]","[541, 308, 445]","[289, 193, 1]"
822,Q4,1955年から2010年で青森県の人口は変わっていますか？,同じくらいです。,"[384, 930]","[773, 810, 869]","[930, 432, 980]"
823,Q4,1945年から2010年で青森県の人口は変わっていますか？,増えています。,"[930, 289]","[781, 567, 690]","[1, 432, 480]"
824,Q4,1945年から2015年で青森県の人口は変わっていますか？,増えています。,"[289, 980]","[789, 466, 519]","[384, 336, 880]"
825,Q4,1975年から2015年で青森県の人口は変わっていますか？,同じくらいです。,"[980, 580]","[615, 908, 354]","[780, 336, 241]"
826,Q4,1975年から1980年で青森県の人口は変わっていますか？,同じくらいです。,"[580, 630]","[500, 282, 953]","[145, 97, 336]"
827,Q4,1980年から1985年で青森県の人口は変わっていますか？,同じくらいです。,"[630, 680]","[707, 800, 886]","[145, 530, 730]"
828,Q4,1980年から2010年で青森県の人口は変わっていますか？,同じくらいです。,"[630, 930]","[696, 305, 194]","[980, 289, 930]"
829,Q4,2010年から2015年で青森県の人口は変わっていますか？,同じくらいです。,"[930, 980]","[185, 982, 118]","[630, 289, 530]"
830,Q4,1950年から2015年で青森県の人口は変わっていますか？,同じくらいです。,"[980, 336]","[256, 709, 908]","[145, 980, 880]"
831,Q4,1950年から1960年で青森県の人口は変わっていますか？,同じくらいです。,"[336, 432]","[898, 858, 177]","[193, 97, 830]"
832,Q4,1960年から1985年で青森県の人口は変わっていますか？,同じくらいです。,"[432, 680]","[983, 437, 415]","[289, 97, 680]"
833,Q4,1975年から1985年で青森県の人口は変わっていますか？,同じくらいです。,"[680, 580]","[36, 343, 536]","[384, 730, 1]"
834,Q4,1975年から2005年で青森県の人口は変わっていますか？,同じくらいです。,"[580, 880]","[1002, 519, 439]","[780, 432, 980]"
835,Q4,1935年から2005年で青森県の人口は変わっていますか？,増えています。,"[880, 193]","[856, 608, 761]","[780, 145, 193]"
836,Q4,1935年から2000年で青森県の人口は変わっていますか？,増えています。,"[193, 830]","[804, 500, 567]","[980, 680, 730]"
837,Q4,1945年から2000年で青森県の人口は変わっていますか？,増えています。,"[830, 289]","[591, 342, 1023]","[289, 193, 432]"
838,Q4,1945年から1955年で青森県の人口は変わっていますか？,増えています。,"[289, 384]","[807, 937, 365]","[241, 980, 1]"
839,Q4,1930年から1955年で青森県の人口は変わっていますか？,増えています。,"[384, 145]","[397, 148, 222]","[980, 530, 830]"
840,Q4,1930年から1940年で青森県の人口は変わっていますか？,同じくらいです。,"[145, 241]","[1014, 248, 305]","[880, 336, 580]"
841,Q4,1940年から1970年で青森県の人口は変わっていますか？,増えています。,"[241, 530]","[584, 31, 759]","[730, 480, 97]"
842,Q4,1925年から1970年で青森県の人口は変わっていますか？,増えています。,"[530, 97]","[283, 453, 400]","[1, 980, 97]"
843,Q4,1925年から1990年で青森県の人口は変わっていますか？,増えています。,"[97, 730]","[196, 637, 733]","[49, 289, 97]"
844,Q4,1965年から1990年で青森県の人口は変わっていますか？,同じくらいです。,"[730, 480]","[637, 824, 420]","[97, 630, 336]"
845,Q4,1920年から1965年で青森県の人口は変わっていますか？,増えています。,"[480, 49]","[681, 14, 1014]","[289, 980, 97]"
846,Q4,1920年から1995年で青森県の人口は変わっていますか？,増えています。,"[49, 780]","[39, 946, 497]","[780, 580, 384]"
847,Q4,1965年から1995年で青森県の人口は変わっていますか？,同じくらいです。,"[780, 480]","[76, 884, 89]","[780, 480, 980]"
848,Q4,1965年から2000年で青森県の人口は変わっていますか？,同じくらいです。,"[480, 830]","[107, 910, 708]","[49, 530, 384]"
849,Q4,1955年から2000年で青森県の人口は変わっていますか？,同じくらいです。,"[830, 384]","[90, 304, 265]","[980, 580, 680]"
850,Q4,1920年から1955年で青森県の人口は変わっていますか？,増えています。,"[384, 49]","[320, 154, 93]","[630, 830, 145]"
851,Q4,1920年から1990年で青森県の人口は変わっていますか？,増えています。,"[49, 730]","[599, 423, 785]","[680, 289, 580]"
852,Q4,1935年から1990年で青森県の人口は変わっていますか？,増えています。,"[730, 193]","[253, 131, 632]","[580, 193, 980]"
853,Q4,1935年から1975年で青森県の人口は変わっていますか？,増えています。,"[193, 580]","[705, 940, 84]","[980, 432, 49]"
854,Q4,1950年から1975年で青森県の人口は変わっていますか？,同じくらいです。,"[580, 336]","[483, 710, 963]","[289, 432, 530]"
855,Q4,1950年から1980年で青森県の人口は変わっていますか？,同じくらいです。,"[336, 630]","[54, 122, 652]","[880, 289, 830]"
856,Q4,1960年から1980年で青森県の人口は変わっていますか？,同じくらいです。,"[630, 432]","[307, 185, 330]","[980, 580, 193]"
857,Q4,1960年から2005年で青森県の人口は変わっていますか？,同じくらいです。,"[432, 880]","[405, 557, 665]","[680, 580, 289]"
858,Q4,1940年から2005年で青森県の人口は変わっていますか？,増えています。,"[880, 241]","[32, 617, 155]","[384, 241, 193]"
859,Q4,1940年から2010年で青森県の人口は変わっていますか？,増えています。,"[241, 930]","[610, 82, 703]","[780, 880, 432]"
860,Q4,2010年から2015年で青森県の人口は変わっていますか？,同じくらいです。,"[930, 980]","[39, 103, 8]","[530, 830, 336]"
861,Q4,1970年から2015年で青森県の人口は変わっていますか？,同じくらいです。,"[980, 530]","[532, 537, 693]","[432, 289, 49]"
862,Q4,1930年から1970年で青森県の人口は変わっていますか？,増えています。,"[530, 145]","[925, 595, 514]","[680, 336, 97]"
863,Q4,1925年から1930年で青森県の人口は変わっていますか？,同じくらいです。,"[145, 97]","[589, 648, 889]","[680, 49, 193]"
864,Q4,1925年から1985年で青森県の人口は変わっていますか？,増えています。,"[97, 680]","[182, 400, 972]","[49, 289, 980]"
865,Q4,1945年から1985年で青森県の人口は変わっていますか？,増えています。,"[680, 289]","[959, 332, 8]","[680, 530, 1]"
866,Q4,1930年から1960年で岩手県の人口は変わっていますか？,増えています。,"[146, 433]","[682, 505, 164]","[385, 631, 433]"
867,Q4,1960年から2005年で岩手県の人口は変わっていますか？,同じくらいです。,"[433, 881]","[820, 963, 592]","[433, 290, 731]"
868,Q4,1990年から2005年で岩手県の人口は変わっていますか？,同じくらいです。,"[881, 731]","[635, 369, 701]","[290, 50, 481]"
869,Q4,1975年から1990年で岩手県の人口は変わっていますか？,同じくらいです。,"[731, 581]","[565, 864, 424]","[337, 98, 146]"
870,Q4,1940年から1975年で岩手県の人口は変わっていますか？,増えています。,"[581, 242]","[961, 655, 424]","[242, 981, 631]"
871,Q4,1940年から1950年で岩手県の人口は変わっていますか？,増えています。,"[242, 337]","[772, 980, 561]","[781, 385, 731]"
872,Q4,1950年から2015年で岩手県の人口は変わっていますか？,同じくらいです。,"[337, 981]","[452, 982, 140]","[385, 242, 98]"
873,Q4,2010年から2015年で岩手県の人口は変わっていますか？,同じくらいです。,"[981, 931]","[413, 271, 318]","[242, 290, 433]"
874,Q4,1985年から2010年で岩手県の人口は変わっていますか？,同じくらいです。,"[931, 681]","[942, 192, 432]","[2, 981, 831]"
875,Q4,1985年から2000年で岩手県の人口は変わっていますか？,同じくらいです。,"[681, 831]","[59, 236, 759]","[242, 337, 194]"
876,Q4,1965年から2000年で岩手県の人口は変わっていますか？,同じくらいです。,"[831, 481]","[619, 773, 317]","[385, 433, 337]"
877,Q4,1965年から1980年で岩手県の人口は変わっていますか？,同じくらいです。,"[481, 631]","[392, 596, 149]","[385, 2, 433]"
878,Q4,1925年から1980年で岩手県の人口は変わっていますか？,増えています。,"[631, 98]","[416, 106, 122]","[2, 337, 290]"
879,Q4,1925年から1955年で岩手県の人口は変わっていますか？,増えています。,"[98, 385]","[5, 185, 332]","[242, 50, 681]"
880,Q4,1955年から1970年で岩手県の人口は変わっていますか？,同じくらいです。,"[385, 531]","[77, 685, 14]","[681, 481, 981]"
881,Q4,1945年から1970年で岩手県の人口は変わっていますか？,同じくらいです。,"[531, 290]","[717, 536, 962]","[581, 290, 194]"
882,Q4,1935年から1945年で岩手県の人口は変わっていますか？,同じくらいです。,"[290, 194]","[519, 18, 64]","[681, 781, 194]"
883,Q4,1935年から1995年で岩手県の人口は変わっていますか？,増えています。,"[194, 781]","[45, 359, 1011]","[194, 781, 881]"
884,Q4,1920年から1995年で岩手県の人口は変わっていますか？,増えています。,"[781, 50]","[153, 476, 265]","[881, 531, 2]"
885,Q4,1935年から1970年で岩手県の人口は変わっていますか？,増えています。,"[194, 531]","[569, 860, 211]","[2, 981, 681]"
886,Q4,1940年から1970年で岩手県の人口は変わっていますか？,増えています。,"[531, 242]","[853, 562, 1001]","[931, 981, 194]"
887,Q4,1940年から1945年で岩手県の人口は変わっていますか？,同じくらいです。,"[242, 290]","[383, 559, 106]","[242, 881, 337]"
888,Q4,1945年から1960年で岩手県の人口は変わっていますか？,同じくらいです。,"[290, 433]","[160, 734, 800]","[433, 2, 931]"
889,Q4,1960年から2000年で岩手県の人口は変わっていますか？,同じくらいです。,"[433, 831]","[277, 549, 685]","[531, 290, 681]"
890,Q4,1950年から2000年で岩手県の人口は変わっていますか？,同じくらいです。,"[831, 337]","[644, 947, 333]","[781, 146, 731]"
891,Q4,1925年から1950年で岩手県の人口は変わっていますか？,増えています。,"[337, 98]","[969, 812, 521]","[194, 981, 781]"
892,Q4,1925年から2005年で岩手県の人口は変わっていますか？,増えています。,"[98, 881]","[480, 44, 692]","[881, 631, 290]"
893,Q4,1990年から2005年で岩手県の人口は変わっていますか？,同じくらいです。,"[881, 731]","[373, 48, 935]","[194, 146, 931]"
894,Q4,1965年から1990年で岩手県の人口は変わっていますか？,同じくらいです。,"[731, 481]","[515, 948, 411]","[831, 146, 581]"
895,Q4,1965年から2010年で岩手県の人口は変わっていますか？,同じくらいです。,"[481, 931]","[448, 889, 221]","[981, 831, 581]"
896,Q4,1980年から2010年で岩手県の人口は変わっていますか？,同じくらいです。,"[931, 631]","[885, 379, 53]","[433, 50, 242]"
897,Q4,1980年から2015年で岩手県の人口は変わっていますか？,同じくらいです。,"[631, 981]","[99, 807, 416]","[981, 531, 146]"
898,Q4,1955年から2015年で岩手県の人口は変わっていますか？,同じくらいです。,"[981, 385]","[62, 414, 816]","[481, 831, 50]"
899,Q4,1930年から1955年で岩手県の人口は変わっていますか？,増えています。,"[385, 146]","[16, 515, 741]","[2, 731, 290]"
900,Q4,1930年から1985年で岩手県の人口は変わっていますか？,増えています。,"[146, 681]","[20, 767, 968]","[385, 931, 781]"
901,Q4,1920年から1985年で岩手県の人口は変わっていますか？,増えています。,"[681, 50]","[56, 361, 958]","[98, 50, 631]"
902,Q4,1920年から1975年で岩手県の人口は変わっていますか？,増えています。,"[50, 581]","[553, 493, 335]","[98, 831, 337]"
